,Edad,Genero,3. Evaluación de Habilidades Blandas,S5_Gestion_Proyectos,S1_Comunicacion_Esp,RAW_Jul_Liderazgo,RAW_Jul_Equipo,S2_Compromiso_Etico,S4_Resp_Social,S6_Aprendizaje_Digital,4. Inserción Laboral,TARGET_Evento,4.1.2 País:,4.1.3 ¿A qué tipo pertenece la institución en la que laboras?,4.1.4 Modalidad de trabajo:,TARGET_Tiempo,"4.1.6 En una escala del 1 al 4 donde 1 es totalmente sin relación, y 4 es totalmente con relación ¿Cómo calificas la correspondencia entre tu formación académica y tu trabajo actual?",4.1.7 ¿Consideras que la formación académica ha contribuido a un mejor desempeño en tu vida profesional / laboral?,"4.1.8 ¿Consideras que la formación en habilidades blandas (gestión, comunicación efectiva, liderazgo, trabajo en equipo, ética profesional, responsabilidad social, aprendizaje autónomo) recibida en la EPN fue suficiente para enfrentar los desafíos del entorno laboral?",UTILIDAD_S5_Gestion,UTILIDAD_S1_Comunicacion,TEMP_UTIL_Lid,TEMP_UTIL_Equ,UTILIDAD_S2_Etica,UTILIDAD_S4_Resp_Social,UTILIDAD_S6_Aprendizaje_Digital,4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Todas las anteriores],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Otro],4.1.10 ¿Consideras que las prácticas preprofesionales y pasantías han contribuido a un mejor desempeño en tu vida profesional / laboral?,4.1.11 Rango salarial mensual (USD):,4.1.12 ¿Estas actualmente buscando trabajo?,4.1.13 ¿Por cuanto tiempo has estado buscando trabajo?,4.1.14 ¿Ha identificado alguna brecha o déficit en su formación académica que considere ha dificultado su inserción laboral?,TXT_Brecha_Formacion,4.2 ¿Conoces o has utilizado la Bolsa de Empleo de la EPN?,TXT_Hard_Skills,"6.2 ¿Qué temas/áreas/contenido consideras que debieron incluirse en tu proceso de formación? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Importancia de las buenas prácticas de TICS, TICS, Cobit",6.3 ¿Qué recomendaciones darías para mejorar la formación en tu carrera?,6.4 ¿Qué habilidades blandas crees que debieron ser fortalecidas mejor durante tu formación?,"6.5 Si pudieras agregar una habilidad blanda a tu formación académica, ¿cuál sería y cómo la aplicarías en tu carrera profesional?",carrera,anioGraduacion,S3_Trabajo_Equipo_Liderazgo,S7_Ingles,UTILIDAD_S3_Trabajo_Equipo_Liderazgo,Cohorte,4.1.1 Institución/Empresa donde trabajas:,6. Retroalimentación Abierta,T_Lower,T_Upper,Event,Facultad,TARGET_Evento_Num,carrera_homologada,Utilidad_HB_Promedio,Edad_raw,Edad_in_scope,Edad_model,Edad_model_imputed,Edad_oos_flag
207,24,Masculino,,4.0,3.0,3.0,3.0,4.0,5.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,De 6 meses a 1 año,No estoy seguro/a,,"b) Sí, pero no la he utilizado","Desarrollo web, Aplicaciones móviles, Programación","Buenas prácticas de Tics, bases con Azure","Repasar, preguntar cuando se tengan dudas, investigar, ver videos del tema",Comunicación asertiva,"Gestión de estrés, considero que es bueno para ser flexible ante cualquier cambio, adaptarse y buscar nuevas soluciones, hace que una persona descubra nuevas habilidades",(RRA20) DESARROLLO DE SOFTWARE,2025,3.0,3.0,0,Julio,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) DESARROLLO DE SOFTWARE,0.0,24,1,24.0,24.0,0
208,24,Masculino,,4.0,5.0,4.0,5.0,5.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,"a) Sí, la he utilizado para postularme a vacantes",Programación Orientada a Objetos,Ruby,Más material abierto,Pensamiento crítico y Creatividad,Orientación al Cliente,(RRA20) DESARROLLO DE SOFTWARE,2025,4.5,4.0,0,Julio,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) DESARROLLO DE SOFTWARE,0.0,24,1,24.0,24.0,0
209,26,Femenino,,4.0,3.0,4.0,4.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Si,Sí,No,0,0,No,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Finanzas, Macroeconomia, Econometria",Finanzas del mercado nacional,Materias más financieras,Comunicacion,Una materia de debate de economía,(RRA20) ECONOMÍA,2025,4.0,2.0,1,Julio,,,4.0,6.0,1.0,FC (Ciencias),1,(RRA20) ECONOMÍA,0.0,26,1,26.0,26.0,0
210,24,Masculino,,3.0,2.0,3.0,3.0,4.0,4.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,1.0,No,No,Sí,No,0,0,No,No,Sí,No,,No,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder",Suelos,Gestión de Proyectos,Enfocarse en las habilidades blandas,Comunicación,Comunicación,(RRA20) INGENIERÍA CIVIL,2025,3.0,2.0,1,Julio,,,4.0,6.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,0.0,24,1,24.0,24.0,0
211,23,Femenino,,4.0,3.0,5.0,5.0,5.0,5.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,2.0,Si,Parcialmente,Sí,No,1,1,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Fundamentos de Bases de datos, ingeniería de software I y II, Aplicaciones web, aplicaciones móviles, Interacción Humano Computador, Data Mining y Machine Learning, Ingeniería Financiera, Gestión de Procesos y Calidad.","Buenas prácticas de manejo y gestión de proyectos, liderar proyectos.","Los profesores contratados se encuentren en áreas de su competencia, no por solo impartir cualquier materia.","Inteligencia emocional, comunicación efectiva, gestión del tiempo, negociación, empatía,","Inteligencia emocional, me permitiría conocer a la personas con las que me voy a relacionar al momento de hacer la gestión de un proyecto, y esto permitiría una mejor interacción, mejorando la capacidad de relación y comunicación con clientes.",(RRA20) COMPUTACIÓN,2025,5.0,3.0,1,Julio,,,1.0,2.0,1.0,FIS (Sistemas),1,(RRA20) COMPUTACIÓN,1.0,23,1,23.0,23.0,0
212,29,Masculino,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,No,0,0,No,No,Sí,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado",Abastecimiento,Hidráulica,Más prácticas,Comunicación,Relaciones Publicas,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,2025,3.5,3.0,1,Julio,,,4.0,6.0,1.0,FIC (Civil),1,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,0.0,29,1,29.0,29.0,0
213,23,Femenino,,3.0,2.0,5.0,4.0,5.0,3.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Diseño de proyectos estructurales, diseño de proyectos hidráulicos,  fiscalización, costos.","Sísmica dirigido a estructuras metálicas,","Mayor formación en cimentaciones, estructuras metálicas, legislación de la carrera.","La comunicación, la manera de expresarse, relacionarse con más personas.",Adaptabilidad y liderazgo.,(RRA20) INGENIERÍA CIVIL,2025,4.5,2.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,23,1,23.0,23.0,0
214,22,Masculino,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,De 6 meses a 1 año,No estoy seguro/a,,c) No la conozco,Desarrollo de aplicaciones web y movil,desarrollo de aplicaciones moviles multi sistema operativo,tener maestros de planta,todo se fortalecio en su debido momento,ninguna,(RRA20) DESARROLLO DE SOFTWARE,2025,5.0,5.0,0,Julio,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) DESARROLLO DE SOFTWARE,0.0,22,1,22.0,22.0,0
215,26,Femenino,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,Si,Ecuador,Público,Tiempo completo,Menos de 6 meses,3.0,Si,No,No,No,0,0,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,Campo,Programas geológicos,Enseñar bien geología del Petróleo,Programas informáticos para geología,Una materia que enseñen cómo utilizar programas para geología,(RRA20) GEOLOGÍA,2025,3.0,3.0,1,Julio,,,4.0,6.0,1.0,FGP (Geología/Petróleos),1,(RRA20) GEOLOGÍA,0.0,26,1,26.0,26.0,0
216,21,Masculino,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,No,,Sí,"Tema de maquinas eléctricas, no fueron explicadas a detalle",c) No la conozco,Todo relacionado con electricidad,Programación de bajo nivel,En algunas materias profesores más capacitados,Comunicación efectiva,Comunicación efectiva,(RRA20) ELECTROMECÁNICA,2025,4.0,4.0,0,Julio,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) ELECTROMECÁNICA,0.0,21,1,21.0,21.0,0
217,23,Femenino,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,c) No la conozco,Alcantarillado,Tics,mas práctica en el laboratorio,expresión,liderazgo,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,2025,3.0,3.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,0.0,23,1,23.0,23.0,0
218,24,Femenino,,5.0,3.0,3.0,4.0,4.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Si,No,Sí,0,1,No,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,Ambiente,TICs,Más prácticas,Oratoria,Oratoria,(RRA20) INGENIERÍA QUÍMICA,2025,3.5,3.0,1,Julio,,,4.0,6.0,1.0,FIQ (Química),1,(RRA20) INGENIERÍA QUÍMICA,0.5,24,1,24.0,24.0,0
219,23,Masculino,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder",Fisica,Mas acerca de redes,Ninguna,Todas fueron fortalecidas,Tal vez mejorar el trabajo en equipo,(RRA20) DESARROLLO DE SOFTWARE,2025,4.0,4.0,0,Julio,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) DESARROLLO DE SOFTWARE,0.0,23,1,23.0,23.0,0
220,26,Masculino,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,No,,,,,,,,,,0,0,,,,,,,,Si,De 1 año a 2 años,Sí,Ningún plan vocacional,"b) Sí, pero no la he utilizado","Ingeniería financiera, cálculo, transferencia de calor, dibujo mecánico y CAD.",Más actividades de inserción en empresas o de tipo laboral. Entornos reales de trabajo.,Ser muy conscientes de que clase de profesional forman. Cuales son las metas reales. Muchos profesores no merecen seguir participando en la formación de estudiantes porque no dominan los temas y exageran en la dificultad de la evaluación y en la clase,Aprender a socializar,Expresarme en público sin problemas,(RRA20) MECÁNICA,2025,1.0,1.0,0,Julio,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,26,1,26.0,26.0,0
221,23,Femenino,,4.0,3.0,4.0,4.0,5.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,"b) Sí, pero no la he utilizado","Calidad del agua, diseño de plantas, Evaluación de Impacto Ambiental",Implementación de materia de programación,Mayor utilización de tecnologías de procesamiento de datos,Comunicación,La comunicación asertiva para llegar a acuerdos con las personas que formen parte de un proyecto,(RRA20) INGENIERÍA AMBIENTAL,2025,4.0,3.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA AMBIENTAL,0.0,23,1,23.0,23.0,0
222,25,Masculino,,4.0,2.0,4.0,4.0,3.0,3.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,"Los horarios de clases con muchas horas huecas no permiten buscar pasantias o trabajos en caso de hacerlos, esto no permite que seamos competitivos en la práctica.  No se genera un experiencia en la rama de estudio con la inserción al campo laboral.","d) No, pero me gustaría conocer más sobre cómo acceder","Dinámica de Máquinas,  Operación de SEP, Dispositivos Electrónicos,  Electrónica de Potencia","Pasar de la teoría a la práctica en maquinas eléctricas,  distribución de energía,  laboratorios modernizados",Mejorar sus laboratorios e inserción de los estudiantes a partir de media carrera al campo profesional,Desarollo de la expresión corporal y forma de comunicación.,Lo mismo que explique en la pregunta anterior.,(RRA20) ELECTRICIDAD,2025,4.0,1.0,0,Julio,,,6.0,inf,0.0,FIE (Eléctrica/Electrónica),0,(RRA20) ELECTRICIDAD,0.0,25,1,25.0,25.0,0
223,23,Masculino,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Mecánica de Suelos Básica, Mecánica de Suelos Aplicada y Cimentaciones, Hormigón: Flexión, Corte y Torsión, Hormigón Columnas, Muros de Corte y Pórticos","Diseño de Cimentaciones y utilización de softwares, Manejo del BIM",Fortalecer las actividades prácticas y de visitas técnicas necesarias para el desenvolvimiento en los distintos campos laborales,"Comunicación efectiva, Empatía, Gestión del tiempo","Adaptabilidad, para ser una persona flexible y receptiva para ajustarme de forma efectiva ante nuevas circunstancias del entorno",(RRA20) INGENIERÍA CIVIL,2025,4.0,3.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,23,1,23.0,23.0,0
224,24,Masculino,,3.0,3.0,4.0,4.0,5.0,4.0,2.0,,No,,,,,,,,,,0,0,,,,,,,,Si,De 6 meses a 1 año,No,,"d) No, pero me gustaría conocer más sobre cómo acceder",Losas,Materias relacionadas con las habilidades blandas,Ninguna,"Varias, pero básicamente gestión del tiempo y habilidades comunicativas",Gestión del tiempo,(RRA20) INGENIERÍA CIVIL,2025,4.0,3.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,24,1,24.0,24.0,0
225,24,Masculino,,5.0,5.0,4.0,4.0,3.0,2.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,Sí,Sí,0,0,No,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","PROGRAMACIÓN II, ESTRUCTURA DE DATOS Y ALGORITMOS II, METODOLOGÍAS ÁGILES, CALIDAD DE SOFTWARE, INTELIGENCIA ARTIFICIAL Y APRENDIZAJE AUTOMÁTICO","Preparación para certificaciones, desafíos de programación (Leetcode), ofimática, más temas de matemática","Una mejor vinculación con el alumno, usar profesores que tengan conocimiento o relación con la materia que imparten sea con experiencia o certificaciones","La ética profesional que, aunque hay una materia, se la trata como si no tuviera importancia y la responsabilidad social","Manejo de las personas y el ambiente laboral, es lo más difícil de adaptarse al salir de la universidad y comenzar un trabajo donde a nadie le importas.",(RRA20) SOFTWARE,2025,4.0,5.0,1,Julio,,,4.0,6.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,0.0,24,1,24.0,24.0,0
226,24,Femenino,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes","Calidad del agua, suelo y aire",Legislación ambiental y de seguridad laboral,Cambiar los docentes,Liderazgo,Liderazgo para gestion de proyectos,(RRA20) INGENIERÍA AMBIENTAL,2025,3.0,3.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA AMBIENTAL,0.0,24,1,24.0,24.0,0
227,26,Masculino,,3.0,3.0,3.0,3.0,5.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,3.0,Si,No,Sí,Sí,0,1,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Comunicaciones ópticas, Telemática, Antenas",Cobit,Actualizar los temas a las técnicas actuales dejando de lado temas que ya no se manejan en la actualidad,Comunicación,Liderazgo,(RRA20) TELECOMUNICACIONES,2025,3.0,3.0,1,Julio,,,1.0,2.0,1.0,FIE (Eléctrica/Electrónica),1,(RRA20) TELECOMUNICACIONES,0.5,26,1,26.0,26.0,0
228,28,Femenino,,4.0,1.0,2.0,3.0,3.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Más de 2 años,2.0,Si,No,No,No,0,0,No,No,No,Sí,,Si,De $1501 a $2.000,,,,,c) No la conozco,Econometría,"Gestión de proyectos, Caso de negocios , Metodología Lean",Que consideren desarrollar habilidades blandas de los estudiantes porque mucho de los puestos de trabajo los obtienen las personas que saben venderse,"Metodologías de exposición , presentación de datos",Presentación de datos . Los politécnicos somos muy buenos con los números y los análisis pero si no podemos trasladar todo un análisis a una presentación y estar en capacidad de explicarlo de forma resumida para la toma de decisiones no somos tan buenos en el ámbito laboral.,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,2024,2.5,1.0,1,Julio,,,0.0,1.0,1.0,FCA (Ciencias Admin.),1,(RRA20) ECONOMÍA,0.0,28,1,28.0,28.0,0
229,25,Masculino,,2.0,2.0,2.0,3.0,2.0,1.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,Si,No,No,Sí,0,1,No,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Redes, Desarrollo Web, Inteligencia Artificial, Machine Learning, Programación Orientada a Objetos, Matemáticas Discretas, Algoritmos y Estructuras de Datos, HCI, Bases de Datos, Auditoría.","Arquitectura de Software, Gestión Empresarial, más preparación para buscar y afrontar el mundo laboral real, mas conexión con el mundo real.","Mas acercamiento con empresas reales, más inclusión de estudiantes en el mundo real con proyectos, más cosas como las que hacía el profesos Eduardo Andrade, pero lo sacaron...","Gestión, Comunicación.",Gestión y Comunicación,(RRA20) COMPUTACIÓN,2025,2.5,2.0,1,Julio,,,1.0,2.0,1.0,FIS (Sistemas),1,(RRA20) COMPUTACIÓN,0.5,25,1,25.0,25.0,0
230,23,Femenino,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Tratamientos de Aguas Residuales, Potabilización, Alcantarillado",Buenas prácticas de TICS,Más actividades en campo y laboratorios,No sé,No sé,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,2025,4.0,3.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,0.0,23,1,23.0,23.0,0
231,25,Masculino,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,Si,Parcialmente,Sí,Sí,1,1,Sí,Sí,Sí,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Ingenieríá de software II, Aplicaciones Web, Aplicaciones móviles, Bases de datos, Inteligencia Artificial",Creatividad,Mejorar en la enseñanza de habilidades blandas,Comunicación efectiva,Gestión de tiempo,(RRA20) COMPUTACIÓN,2025,5.0,5.0,1,Julio,,,1.0,2.0,1.0,FIS (Sistemas),1,(RRA20) COMPUTACIÓN,1.0,25,1,25.0,25.0,0
232,24,Masculino,,3.0,3.0,4.0,4.0,3.0,2.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,No,Sí,Sí,1,1,Sí,No,Sí,No,,Si,De $1001 a $1500,,,,,"a) Sí, la he utilizado para postularme a vacantes","Refrigeración, trasnferencia de calor, termodinámica, mecánica de fluidos, elementos de maquinas","Gestión de Proyectos, análisis de proyectos, software de simulación","más proyectos, pero no teóricos de eventos reales, aprender en base a lo industrial y no solo a lo academico, mas experiencia laboral por parte de los profesores, y mas horas para ciertos temas, en especial en electricidad y electronica, las bases dadas son muy bajas","comunicación efectiva, gestión","comunicación efectiva, poder dirigir y dar indicaciones claras a tus colaboradores es fundamental para realizar proyectos",(RRA20) MECÁNICA,2025,4.0,3.0,1,Julio,,,4.0,6.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,1.0,24,1,24.0,24.0,0
233,25,Masculino,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Si,Sí,Sí,1,1,Sí,Sí,Sí,Sí,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Diseño de proyectos estructurales, Diseño de proyectos hidráulicos, Alcantarillado, Topografía, Estructuras de Aceros, Costos en la construcción, Fiscalización en la construcción , Instalaciones hidrosanitarias, Mecánica de suelos I y II , Hormigón I y II y Losas de hormigón","Talvez enfocarse mas en el tema de estructuras de acero, muy poco tiempo 1 semestre para ese tema y quiza ofrecer la TIC de acuerdo a  tu itinerario","Escuchar a los estudiantes durante las tutorías académicas, se hacen comentarios respecto a la forma de enseñar de algunos profesores.","Adaptabilidad, aveces algunas actividades eran muy lineales no existian cambies que nos generen adaptarnos y mejorar","Manejo del estres, poniendo a los estudiantes en mas situaciones de presión y que puedan desenvolverse y superar esa situación",(RRA20) INGENIERÍA CIVIL,2025,5.0,5.0,1,Julio,,,4.0,6.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,1.0,25,1,25.0,25.0,0
234,22,Masculino,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,"b) Sí, pero no la he utilizado","Programación II, Ingeniería de Software y de Requerimientos, Diseño de Software, Aplicaciones Web, Verificación y Validación de Software","Arquitectura de Software, DevOps y CI/CD","Utilizar tecnologías relevantes, Fomentar la publicación de proyectos en redes como LinkedIn, Prácticas profesionales en semestre inferior como 5to o 6to, Hacer que los estudiantes participen en Hacketons",Liderazgo,Inteligencia Emocional y la aplicaría para mejorar mi manera de manejar desacuerdos en proyectos,(RRA20) SOFTWARE,2025,4.5,5.0,0,Julio,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) SOFTWARE,0.0,22,1,22.0,22.0,0
235,24,Masculino,,4.0,1.0,2.0,1.0,2.0,1.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,Se necesita más experiencia técnica,c) No la conozco,"Física Térmica, Física de Materiales","Métodos matemáticos para la física, Una buena introducción a la mecánica cuántica, Una transición más suave entre las materias de electromagnetismo y electrodinámica","Una malla curricular mejor planificada, atender casos de denuncias hacia malos profesores, dedicar tiempo a que los estudiantes tengan un buen aprendizaje.",Mayor trabajo en equipo,Ninguna,(RRA20) FÍSICA,2025,1.5,1.0,0,Julio,,,6.0,inf,0.0,FC (Ciencias),0,(RRA20) FÍSICA,0.0,24,1,24.0,24.0,0
236,23,Masculino,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,No,0,1,Sí,No,No,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado",Proyectos estructurales,Cimentaciones,Alinear los estudios con la realidad,Liderazgo,Socialización,(RRA20) INGENIERÍA CIVIL,2025,3.0,3.0,1,Julio,,,2.0,4.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,0.5,23,1,23.0,23.0,0
237,23,Masculino,,3.0,3.0,4.0,3.0,4.0,4.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,2.0,Si,No,Sí,No,1,0,No,No,No,No,,No,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Fiscalización, Alcantarillado, Hidrosanitaria",Salidas a campo,Llevar lo teórico con lo práctico de la mano,Liderazgo y mejor comunicación,Habilidad para hablar frente a los demás,(RRA20) INGENIERÍA CIVIL,2025,3.5,2.0,1,Julio,,,4.0,6.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,0.5,23,1,23.0,23.0,0
238,26,Masculino,,3.0,2.0,1.0,4.0,3.0,3.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,"a) Sí, la he utilizado para postularme a vacantes",Desarrollo web,Mayor facilidad para practicas,Enfocarse más en la carrera,Liderazgo,Comunicación efectiva,(RRA20) SOFTWARE,2025,2.5,2.0,0,Julio,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) SOFTWARE,0.0,26,1,26.0,26.0,0
239,23,Femenino,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Mas de 2 años,Sí,Que no se impulsa mayormente en un ambiente laboral real,"a) Sí, la he utilizado para postularme a vacantes","Base de datos, aplicaciones web, interacción humano computador, aplicaciones móviles",Tics,Que se nos acerque más a un ámbito laboral,"Todas, afortunadamente soy una persona extrovertida y me sé defender",Comunicación efectiva,(RRA20) COMPUTACIÓN,2025,4.0,3.0,0,Julio,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) COMPUTACIÓN,0.0,23,1,23.0,23.0,0
240,25,Masculino,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,No,0,0,No,No,Sí,No,,No,Hasta $460,,,,,c) No la conozco,Telemática,Ciberseguridad,Mayor énfasis en las habilidades blandas,"Liderazgo, comunicación proactiva",Sin comentarios,(RRA20) TELECOMUNICACIONES,2025,2.0,2.0,1,Julio,,,2.0,4.0,1.0,FIE (Eléctrica/Electrónica),1,(RRA20) TELECOMUNICACIONES,0.0,25,1,25.0,25.0,0
241,29,Femenino,,2.0,2.0,1.0,3.0,4.0,4.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,Permitir mayor espacio a combinar estudio más prácticas pre profesionales,"a) Sí, la he utilizado para postularme a vacantes","Econometría, Estadística, Mercadotecnia",Marketing Digital,Tener horarios con mayor flexibilidad en los últimos semestres y motivar a los estudiantes a tener varias prácticas profesionales porque eso le da mayor oportunidad a ser contratado por su experiencia laboral,"Liderazgo, Comunicación",Liderazgo y de esta forma poder formar parte en ámbitos profesionales con mayor crecimiento y no solo la parte técnica que muchas veces nos deja a los politécnicos en rangos que no tienen mucha oportunidad de crecer,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,2024,2.0,2.0,0,Julio,,,6.0,inf,0.0,FCA (Ciencias Admin.),0,(RRA20) ECONOMÍA,0.0,29,1,29.0,29.0,0
242,27,Masculino,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes","Eficiencia energética, mecánica de fluidos","Economía, Ética profesional, certificación profesional",Revisar constantemente los pensums,Gestión,Vinculación profesional,(RRA20) MECÁNICA,2025,4.0,4.0,0,Julio,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,27,1,27.0,27.0,0
