,Edad,Genero,3. Evaluación de Habilidades Blandas,S5_Gestion_Proyectos,S1_Comunicacion_Esp,RAW_Jul_Liderazgo,RAW_Jul_Equipo,S2_Compromiso_Etico,S4_Resp_Social,S6_Aprendizaje_Digital,4. Inserción Laboral,TARGET_Evento,4.1.2 País:,4.1.3 ¿A qué tipo pertenece la institución en la que laboras?,4.1.4 Modalidad de trabajo:,TARGET_Tiempo,"4.1.6 En una escala del 1 al 4 donde 1 es totalmente sin relación, y 4 es totalmente con relación ¿Cómo calificas la correspondencia entre tu formación académica y tu trabajo actual?",4.1.7 ¿Consideras que la formación académica ha contribuido a un mejor desempeño en tu vida profesional / laboral?,"4.1.8 ¿Consideras que la formación en habilidades blandas (gestión, comunicación efectiva, liderazgo, trabajo en equipo, ética profesional, responsabilidad social, aprendizaje autónomo) recibida en la EPN fue suficiente para enfrentar los desafíos del entorno laboral?",UTILIDAD_S5_Gestion,UTILIDAD_S1_Comunicacion,TEMP_UTIL_Lid,TEMP_UTIL_Equ,UTILIDAD_S2_Etica,UTILIDAD_S4_Resp_Social,UTILIDAD_S6_Aprendizaje_Digital,4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Todas las anteriores],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Otro],4.1.10 ¿Consideras que las prácticas preprofesionales y pasantías han contribuido a un mejor desempeño en tu vida profesional / laboral?,4.1.11 Rango salarial mensual (USD):,4.1.12 ¿Estas actualmente buscando trabajo?,4.1.13 ¿Por cuanto tiempo has estado buscando trabajo?,4.1.14 ¿Ha identificado alguna brecha o déficit en su formación académica que considere ha dificultado su inserción laboral?,TXT_Brecha_Formacion,4.2 ¿Conoces o has utilizado la Bolsa de Empleo de la EPN?,TXT_Hard_Skills,"6.2 ¿Qué temas/áreas/contenido consideras que debieron incluirse en tu proceso de formación? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Importancia de las buenas prácticas de TICS, TICS, Cobit",6.3 ¿Qué recomendaciones darías para mejorar la formación en tu carrera?,6.4 ¿Qué habilidades blandas crees que debieron ser fortalecidas mejor durante tu formación?,"6.5 Si pudieras agregar una habilidad blanda a tu formación académica, ¿cuál sería y cómo la aplicarías en tu carrera profesional?",carrera,anioGraduacion,S3_Trabajo_Equipo_Liderazgo,S7_Ingles,UTILIDAD_S3_Trabajo_Equipo_Liderazgo,Cohorte,4.1.1 Institución/Empresa donde trabajas:,6. Retroalimentación Abierta,T_Lower,T_Upper,Event,Facultad,TARGET_Evento_Num,carrera_homologada,Utilidad_HB_Promedio,Edad_raw,Edad_in_scope,Edad_model,Edad_model_imputed,Edad_oos_flag
472,23,Masculino,,2.0,3.0,,,4.0,2.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Diseño de Maquinas, Transferencia de calor, Termodinamica, Ciencia de Materiales, Desgaste y Falla",CFD y simulacion estructural,Mejorar horarios de clase y disposicion de profesores para permitir participar en practicas laborales.,"Gestión de proyectos en equipos, hablar en publico,","Hablar en publico en inglés, permitirme desenvolverme en equipos de trabajo diversos y expresar mis ideas.",(RRA20) MECÁNICA,30/9/2025,3.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,23,1,23.0,23.0,0
473,24,Masculino,,4.0,4.0,,,5.0,5.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Si,No,No,0,0,No,No,No,Sí,,Si,Hasta $460,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Elementos de máquinas, Tranferencia de calor aplicada, Ciencia de materiales, Desgaste y falla, Ensayos No Destructivos, Dibujo mecanico y CAD y Diseño de máquinas",Mas diseño 3D y simulaciones con softwares utilizados en la industria.,"Mejorar la calidad de profesores en enseñanza y no tanto en los titulos y reconocimientos que tienen, Buscar Ingenieros que les guste enseñar y sepan como hacerlo.",Fortalecimiento de comunicacion y atencion con el cliente.,"Hablar con el cliente y el empleador, mejorar como expresarse en entrevistas",(RRA20) MECÁNICA,1/10/2025,4.0,3.0,1,Diciembre,ASTRUM ECUADOR,,4.0,6.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,0.0,24,1,24.0,24.0,0
474,25,Masculino,,3.0,4.0,,,4.0,3.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,Sí,0,1,No,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Mecánica de materiales, Dibujo Mecánico y CAD, Estructuras de Acero, Diseño de máquinas.",Metodologias en gestión de poryectos,"Buscar relacionar los temas impartidos, con el campo laboral. Como se utilizan especificamente. Tanto teórico como practico.","Trabajo en equipo, Delegación de actividades.",Gestión,(RRA20) MECÁNICA,30/9/2025,2.0,3.0,1,Diciembre,SEDEMI,,4.0,6.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,0.5,25,1,25.0,25.0,0
475,22,Masculino,,3.0,4.0,,,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,Si,Parcialmente,No,No,1,1,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder",Aplicaciones Web,Analisis de código real,Proyectos reales aplicables en  mundo laboral,Lenguaje técnico,Comunicación profesional,(RRA20) SOFTWARE,1/10/2025,5.0,4.0,1,Diciembre,Sideralsoft,,1.0,2.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,1.0,22,1,22.0,22.0,0
476,24,Masculino,,1.0,1.0,,,1.0,1.0,1.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,Horarios dificiles para poder hacer pasantías y ganar experiencia,"b) Sí, pero no la he utilizado","Desgaste y falla, Termodinámica, Transferencia de calor, Ciencia de materiales aplicada",Habilidades blandas,Enseñar con ejemplos de la industria,Trabajo en equipo,Comunicación efectiva para poder tratar con grupos de personas y lograr objetivos en común,(RRA20) MECÁNICA,1/10/2025,1.0,1.0,0,Diciembre,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,24,1,24.0,24.0,0
477,24,Femenino,,4.0,4.0,,,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,c) No la conozco,"Calidad del agua, gestión de residuos peligrosos, suelos, agua potable y alcantarillado",Visitas técnicas,Cambiar varios profesores que no enseñan ni aportan nada a los alumnos,El hablar públicamente y socializar,Desenvolverme de mejor manera para poder explicar algún tema,(RRA20) INGENIERÍA AMBIENTAL,30/9/2025,4.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA AMBIENTAL,0.0,24,1,24.0,24.0,0
478,23,Femenino,,4.0,4.0,,,5.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,"d) No, pero me gustaría conocer más sobre cómo acceder","Ingeniería sísmica, Diseño de proyectos estructurales, Diseño de proyectos hidráulicos, Materiales, Hormigón, Flexión y Corte, Instalaciones Hidráulicas",Clases prácticas y no solo teóricas,Priorizar más horas de clase a las materias que son importantes e innovar el sílabo constantemente,"Trabajo en equipo, emprendimiento, resiliencia",Liderazgo,(RRA20) INGENIERÍA CIVIL,3/10/2025,4.0,4.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,23,1,23.0,23.0,0
479,40,Masculino,,2.0,2.0,,,4.0,3.0,3.0,,Si,Ecuador,Privado,Freelance / Por horas,Más de 2 años,3.0,No,No,No,No,0,0,No,No,Sí,No,,Si,De $1001 a $1500,,,,,c) No la conozco,distribución,tics,profesores con experiencia en sus ramas,necogiación,negociación,(RRA20) ELECTRICIDAD,23/9/2025,2.0,2.0,1,Diciembre,independiente,,0.0,1.0,1.0,FIE (Eléctrica/Electrónica),1,(RRA20) ELECTRICIDAD,0.0,40,1,40.0,40.0,0
480,21,Femenino,,5.0,5.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","POO, PROGRAMACIÓN, ARQUITECTURA DE COMPUTADORES",PROGRAMACIÓN DE JUEGOS,NINGUNA,EL INGLÉS,PODER COMUNICARME EN INGLÉS,(RRA20) DESARROLLO DE SOFTWARE,14/10/2025,5.0,2.0,0,Diciembre,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) DESARROLLO DE SOFTWARE,0.0,21,1,21.0,21.0,0
481,27,Masculino,,5.0,5.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,De 6 meses a 1 año,No,,"a) Sí, la he utilizado para postularme a vacantes","Mecánica de materiales, Transferencia de calor, materiales compuestos, métodos numéricos","Ingeniería de superficies, mecánica aeronautica",Mayor componente practico y potenciar laboratorios,Comunicación y compañerismo,Ninguna,(RRA20) MECÁNICA,1/10/2025,5.0,5.0,0,Diciembre,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,27,1,27.0,27.0,0
482,27,Masculino,,4.0,4.0,,,5.0,5.0,5.0,,Si,Ecuador,Privado,Medio tiempo,Menos de 6 meses,3.0,Si,No,No,No,0,0,No,No,No,Sí,,Si,Hasta $460,,,,,"b) Sí, pero no la he utilizado","Logistica y distribcucion, Cadena de suministro, planificacion de la produccion, gestion de procesos",Seguridad y salud ocupacional,Implenentar cuertas asignaturas que sirva en lo laboral como  Seguridad y Salud ocupacional,Liderazgo,Habilidades de comunicacion para swr mas fluido en la expresion de ideas y escuchar a loa demas y lo aplicaria  en reuniones con los gerentes de empresas y con el personal a cargo,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,17/9/2025,4.0,3.0,1,Diciembre,Eficacia,,4.0,6.0,1.0,FCA (Ciencias Admin.),1,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,0.0,27,1,27.0,27.0,0
483,24,Masculino,,3.0,4.0,,,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Programación I y II, Ingeniería de Software, Metodologías ágiles, Diseño de Software, Calidad de Software, Validación y Verificación de Software.",Una materia dedicada al uso de servicios en la nube con estrecha relación al desarrollo de software.,"Incrementar la práctica lo más que se pueda. Muchas veces, la teoría se queda en solo eso. Es menester involucrarlo con ejercicios prácticos y valiosos para maximizar el aprendizaje.","Posiblemente la inteligencia emocional. Es importante saber manejar nuestras emociones, y reconocer la de los otros.","Adaptabilidad. En plena era de la tecnología, todo cambia de rápidamente, por lo que, resulta importante adaptarnos lo más veloz posible. E incluso,  ya enfocándose a procesos, como profesionales, debemos adaptarnos a entornos cambiantes dentro de las empresas, puesto que,  cada una tiene sus normas y estándares.",(RRA20) SOFTWARE,1/10/2025,4.0,4.0,0,Diciembre,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) SOFTWARE,0.0,24,1,24.0,24.0,0
484,24,Masculino,,3.0,4.0,,,5.0,3.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,No,,No estoy seguro/a,,"b) Sí, pero no la he utilizado","Indroducción a la Cosmología, Introducción a la Relatividad General, Mecánica Cuántica, Programación Científica.","Propagación de errores, Física de Partículas",Mejorar las evaluaciones a los docentes,Trabajo en equipo,"Comunicación eficaz en inglés, el ingles es un lenguaje que abre muchas puertas a presente y futuro",(RRA20) FÍSICA,26/9/2025,2.0,3.0,0,Diciembre,,,6.0,inf,0.0,FC (Ciencias),0,(RRA20) FÍSICA,0.0,24,1,24.0,24.0,0
485,26,Masculino,,4.0,4.0,,,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"b) Sí, pero no la he utilizado","Cálculo, Probabilidad y Estadística, Álgebra, Mecánica Newtoniana",Programación en Python y SQL,Algunos profesores no eran tan buenos.,"Hablar con los profesores, incentivar eso.","Trabajo en equipo, buscar formas de desarrollar un trabajo y colaborar en eso.",(RRA20) FÍSICA,26/9/2025,4.0,3.0,0,Diciembre,,,6.0,inf,0.0,FC (Ciencias),0,(RRA20) FÍSICA,0.0,26,1,26.0,26.0,0
486,22,Masculino,,4.0,4.0,,,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,"d) No, pero me gustaría conocer más sobre cómo acceder",Tratamiento de aguas residuales,TICS,ninguna,sociabilidad,adaptabilidad,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,14/10/2025,4.0,4.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,0.0,22,1,22.0,22.0,0
487,23,Masculino,,4.0,5.0,,,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"b) Sí, pero no la he utilizado",Fiscalización,"Relaciones Humanas, temas financieros","Controlar mejor las tareas enviadas por docentes, en ocasiones son pocotones de tareas.",Comunicación e interacción social,"Comunicación, la aplicaría mas en el enfoque de convencer a las personas que me contraten en diferentes vacantes de trabajo.",(RRA20) INGENIERÍA CIVIL,7/10/2025,4.0,4.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,23,1,23.0,23.0,0
488,25,Masculino,,4.0,3.0,,,5.0,3.0,4.0,,Si,Ecuador,Privado,Medio tiempo,Menos de 6 meses,3.0,Si,No,No,No,0,0,Sí,Sí,Sí,No,,Si,Hasta $460,,,,,c) No la conozco,"Termodinámica, Mecánica de Fluidos, Dinámica, Estática, Transferencia de Calor, Soldadura",Motores de Combustión,"Verificar que los profesores sepan enseñar, no solo guiarse por títulos",Habilidades sociales en el ámbito laboral,Habilidad social para poder comunicarme de manera profesional con los compañeros de labores,(RRA20) MECÁNICA,30/9/2025,3.0,2.0,1,Diciembre,FV ANDINA,,4.0,6.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,0.0,25,1,25.0,25.0,0
489,24,Femenino,,1.0,2.0,,,3.0,1.0,1.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,No,No,No,0,0,No,No,No,No,Cursos adicionales autofinanciado de liderazgo,Si,De $461 a $1000,,,,,c) No la conozco,"Gestión por procesos, procesos industriales, programación de la producción","Liderazgo organizacional, manejo de KPIs",Profesores realmente interesados por la educación de los estudiantes,"Liderazgo, comunica efectiva y acertiva",.,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,17/9/2025,2.0,2.0,1,Diciembre,Imprenta,,4.0,6.0,1.0,FCA (Ciencias Admin.),1,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,0.0,24,1,24.0,24.0,0
490,31,Masculino,,4.0,4.0,,,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","INTELIGENCIA ARTIFICIAL, APLICACIONES MÓVILES, APLICACIONES WEB, INGENIERÍA DE SOFTWARE II, CLOUD COMPUTING, INGENIERÍA FINANCIERA, FUNDAMENTOS DE BASES DE DATOS","Desarrollo móvil con Flutter/React Native, Ciberseguridad defensiva y ofensiva, Automatización de procesos, Testing y QA, Ingeniería de software avanzada","Realizar prácticas enfocadas en la vida real, no solo de pruebas básicas",Comunicación para venderse como ingeniero,comunicación efectiva,(RRA20) COMPUTACIÓN,29/9/2025,3.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) COMPUTACIÓN,0.0,31,1,31.0,31.0,0
491,24,Masculino,,2.0,3.0,,,3.0,3.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,c) No la conozco,"Probabilidad, Base de Datos Distribuida, calculo en una variable",Emprendimiento,Autoestudio,Trabajo en Equipo,Inteligencia Emocional,(RRA20) COMPUTACIÓN,29/9/2025,3.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) COMPUTACIÓN,0.0,24,1,24.0,24.0,0
492,23,Femenino,,2.0,2.0,,,5.0,5.0,3.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,No,No,No,0,0,No,Sí,No,No,,Si,Hasta $460,,,,,"a) Sí, la he utilizado para postularme a vacantes","Gestión de procesos, diseño de proyectos hidráulicos","Desarrollo de habilidades blandas, emprendimiento","Que enseñen más practica, como se lleva in negocio","Liderazgo, comunicación efectiva","Liderazgo, para llevar a cabo actividades en grupo",(RRA20) INGENIERÍA CIVIL,3/10/2025,2.0,2.0,1,Diciembre,Metroeje,,4.0,6.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,0.0,23,1,23.0,23.0,0
493,25,Femenino,,2.0,2.0,,,3.0,2.0,2.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,"Creo que debería hacerse más análisis en los laboratorios además de que los equipos que se necesitan entennen un solo lugar, es decir que no ir de un laboratorio a otro para realizar las prácticas",c) No la conozco,Análisis de agua natural y aguas residuales,Análisis suelo y aire,Creo que deberían poner más énfasis a los ejercicios ya que con solomin ejercicios realizados en clases no sé aprenden rápidamente,Resolución de problemas y pensamiento crítico,Comunicación y pensamiento crítico,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,14/10/2025,2.0,1.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,0.0,25,1,25.0,25.0,0
494,24,Masculino,,4.0,3.0,,,5.0,5.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,2.0,Si,No,No,Sí,0,1,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Dinámica, estática, transferencia de calor, estructuras, mecánica de materiales, programas cad",Relación de la industria con la formación académica,"Relacionar la industria actual y la futura, teniendo acceso a casos más prácticos que teóricos.",El liderazgo y organización empresarial,"Liderazgo, en la mayoría de puestos se tiene a cargo al menos una personas. Por lo cual es importante saber cómo guiar correctamente sin que te hagan menos por tu experiencia en el trabajo que ejerces, para ello es necesario vincular desde temprano a la industria con el conocimiento técnico separando las áreas desde temprano",(RRA20) MECÁNICA,1/10/2025,4.0,3.0,1,Diciembre,Dimalvid,,4.0,6.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,0.5,24,1,24.0,24.0,0
495,26,Femenino,,4.0,4.0,,,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,"El idioma inglés y la experiencia laboral, muchas veces en la poli el último semestre se dedica sólo a practicas, pero solo 6 meses de experiencia no cuenat, se requiere que exista mucho más tiempo y eso se lograría si acomodarán las horarios para dejarnos realizar más pasantías en semestres desde sétimo por ejemplo, pues muchas veces los horarios de los últimos semestres son completos y no como en otras U que desde sétimos se les acomoda los horarios para que puedan tener pasantías en la mañana o tarde.","a) Sí, la he utilizado para postularme a vacantes","Evaluación de impactos ambientales, seguridad y salud ocupacional, residuos, ordenamiento territorial, legislación ambiental","uso de más herramientas informáticas como power BI, sistemas de gestión 9001, 14401 y 45001, inclusive la 5001 o la 17025","poner materías que se dicten en inglés para ayudarnos a mejorar en el idioma, realizar eventos para poder realizar networking, ayudarnos con habilidades para entrevistas o armar nuestro CV","Mejorar la comunicación efectiva, socialización, gestión del tiempo","el trabajo en equipo y la comunicación efectiva  muchas veces los estudiantes preferimos realizar las cosas solas por desconfianza a que las otras personas no realicen su parte, pero si todos nos comprometemos en sumar nuestro grano de arena en cualquier área del trabajo podemos sacar muchas cosas adelante eso si explicando cómo y teniendo paciencia con la comunicación correcta.",(RRA20) INGENIERÍA AMBIENTAL,30/9/2025,4.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA AMBIENTAL,0.0,26,1,26.0,26.0,0
496,21,Masculino,,4.0,4.0,,,5.0,5.0,5.0,,Si,Ecuador,Privado,Freelance / Por horas,Más de 2 años,3.0,Si,Si,No,No,0,0,No,No,No,Sí,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Programación, Redes y telecomunicaciones, y Gestión de Proyectos",Generación de Servicios para Windows,"La educación se va mejorando, y creo que estuvo bien la forma en que me enseñaron","En mi caso, debí mejorar mi forma de expresión","Comunicación efectiva, para una mejor comunicación con compañeros y clientes",(RRA20) DESARROLLO DE SOFTWARE,14/10/2025,4.0,4.0,1,Diciembre,Novoeventos S.A,,0.0,1.0,1.0,FIS (Sistemas),1,(RRA20) DESARROLLO DE SOFTWARE,0.0,21,1,21.0,21.0,0
497,23,Femenino,,3.0,4.0,,,4.0,3.0,4.0,,Si,Ecuador,Privado,Medio tiempo,Menos de 6 meses,4.0,Si,Si,No,No,0,1,Sí,Sí,Sí,No,,Si,Hasta $460,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","HCI, Programación, desarrollo web, bases de datos",Cloud computing,Realizar mas ejercicios prácticos,Gestión,"La inteligencia emocional. Para comunicar mejor, resolver conflictos y trabajar en equipo con empatía y efectividad.",(RRA20) SOFTWARE,1/10/2025,4.0,3.0,1,Diciembre,Atenea soluciones,,4.0,6.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,0.5,23,1,23.0,23.0,0
498,25,Femenino,,4.0,4.0,,,5.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes","Evaluación de impactos, calidad del agua, depuración, salud y seguridad ocupacional",Riegos,Contar con más profesionales aptos para los campos de materias de innovación,Oratoria,Comunicación oral y escrita,(RRA20) INGENIERÍA AMBIENTAL,30/9/2025,4.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA AMBIENTAL,0.0,25,1,25.0,25.0,0
499,22,Masculino,,4.0,4.0,,,5.0,4.0,4.0,,Si,Ecuador,Privado,Medio tiempo,Entre 6 meses y 1 año,2.0,Si,Parcialmente,No,Sí,0,1,Sí,Sí,Sí,No,,Si,Hasta $460,,,,,"b) Sí, pero no la he utilizado","programación orientada a objetos, programación, bases de datos, aplicaciones web, sistemas operativos",ciberseguridad,"más trabajos prácticos que se utilizan en el mundo laboral (facturaciones, declaraciones de impuestos)",liderazgo,liderazgo,(RRA20) DESARROLLO DE SOFTWARE,14/10/2025,4.0,4.0,1,Diciembre,centro integral de la familia,,2.0,4.0,1.0,FIS (Sistemas),1,(RRA20) DESARROLLO DE SOFTWARE,0.5,22,1,22.0,22.0,0
500,24,Masculino,,4.0,4.0,,,5.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,Falta de convenios y oportunidades para la inserción laboral,"a) Sí, la he utilizado para postularme a vacantes","Diseño de Proyectos Estructurales, Diseño de Proyectos Hidráulicos, Ingeniería Sísmica, Diseño de Puentes, Aplicaciones computacionales en estructuras",Dibujo en AutoCAD,Generar más convenios de trabajo y pasantías con empresas,Habilidades sociales y de comunicación,Habilidades sociales para generar contactos en la industria de la construcción,(RRA20) INGENIERÍA CIVIL,3/10/2025,4.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,24,1,24.0,24.0,0
501,22,Masculino,,5.0,5.0,,,5.0,5.0,5.0,,Si,Ecuador,Público,Tiempo completo,Menos de 6 meses,4.0,Si,Si,No,Sí,0,1,No,No,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Desarrollo de aplicaciones web, desarrollo de aplicaciones móviles, análisis de datos",Hacking ético,Ser más prácticos que teóricos,Trabajo en equipo,Liderazgo,(RRA20) DESARROLLO DE SOFTWARE,14/10/2025,5.0,5.0,1,Diciembre,Metrored,,4.0,6.0,1.0,FIS (Sistemas),1,(RRA20) DESARROLLO DE SOFTWARE,0.5,22,1,22.0,22.0,0
502,27,Masculino,,5.0,5.0,,,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,De 6 meses a 1 año,Sí,relación laboral mas parte teórica,"d) No, pero me gustaría conocer más sobre cómo acceder","Diseño, Metrología, Electricidad",Implementación de la TIC en la sociedad,Tener horarios de materias flexibles que permitan realizar prácticas en las industrias,Social,"Comunicación, tener la habilidad de relacionarme fácilmente con las personas",(RRA20) MECÁNICA,30/9/2025,4.0,3.0,0,Diciembre,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,27,1,27.0,27.0,0
503,25,Masculino,,4.0,4.0,,,5.0,4.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,No,0,0,No,No,No,Sí,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Màquinas Electricas, Instalaciones Elèctricas, Sistemas Elèctricos de Potencia, Centrales de Generacion, Sistemas Elèctricos de Distribuciòn, Calidad de la Energìa",TICS,Realizar acompañamiento continuo a los estudiantes,Liderazgo,No lo he pensado,(RRA20) ELECTRICIDAD,23/9/2025,5.0,3.0,1,Diciembre,Tecnologia Total,,2.0,4.0,1.0,FIE (Eléctrica/Electrónica),1,(RRA20) ELECTRICIDAD,0.0,25,1,25.0,25.0,0
504,21,Masculino,,4.0,3.0,,,5.0,3.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Desarrollo de aplicaciones web, programación, algoritmos y estructuras de datos",Inteligencia artificial aplicada,Mejorar la infraestructura de las aulas.,Comunicación,La empatía,(RRA20) DESARROLLO DE SOFTWARE,14/10/2025,4.0,4.0,0,Diciembre,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) DESARROLLO DE SOFTWARE,0.0,21,1,21.0,21.0,0
505,24,Femenino,,1.0,1.0,,,1.0,1.0,1.0,,No,,,,,,,,,,0,0,,,,,,,,Si,De 6 meses a 1 año,Sí,Todo la carrera no sirve para nada,"a) Sí, la he utilizado para postularme a vacantes",Ninguna todas no sirven de nada,Adentrarse más a datos,Reformulen la malla y haganla más difícil o enfoque se en algo clave no en todo una basura la verdad,Hablen hablen hagan amigos,Poder hablar más,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,17/9/2025,1.0,1.0,0,Diciembre,,,6.0,inf,0.0,FCA (Ciencias Admin.),0,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,0.0,24,1,24.0,24.0,0
